"Title","Sub Title","Author","Publisher","Publication Year","Original Title","Original Subtitle","Purchase Date","My rating","Cover","Categories","ISBN","Took","Notes","Format","Read It","Description"
"Kampen Om Livsstenen","Ormkrigskrönikan 4","Raymond E. Feist","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324734","","","Hardcover","Yes",""
"Kaos","Imperiets Dotter 4","Raymond E. Feist","B. Wahlstrom","1996","","","2016-06-18","0","","","9789132321078","","","Hardcover","Yes",""
"Kungens Pirat","Krondors Söner 2","Raymond E. Feist","B. Wahlstrom","2006","The King's Buccaneer","","2016-06-18","0","","","9789132332173","","","Hardcover","No",""
"Magi","Imperiets Dotter 5","Raymond E. Feist","B. Wahlstrom","1997","Mistress Of The Empire","","2016-06-18","0","","","9789132321368","","","Hardcover","Yes",""
"Magikerns Lärling","Kriget Om Rämnan 1","Raymond E. Feist","B. Wahlstrom","2002","Magician","","2016-06-18","0","","","9789132325939","","","Hardcover","Yes",""
"Magins Mästare","Kriget Om Rämnan 3","Raymond E. Feist","B. Wahlstrom","2003","","","2016-06-18","0","","","9789132329227","","","Hardcover","Yes",""
"Maktens Hägringar","Ormkrigskrönikan 2","Raymond E. Feist","B. Wahlstrom","1999","Rise Of A Merchant Prince","Book Two Of The Serpentwar Saga","2016-06-18","0","","","9789132323614","","","Hardcover","Yes",""
"Maras Hämnd","Imperiets Dotter 2","Raymond E. Feist","B. Wahlstrom","1996","","","2016-06-18","0","","","9789132320248","","","Hardcover","Yes",""
"Maras List","Imperiets Dotter 1","Raymond E. Feist","","1996","Daughter Of The Empire","","2016-06-18","0","","","9789132320231","","","Hardcover","Yes",""
"Mellan Två Världar","Kriget Om Rämnan 2","Raymond E. Feist","B. Wahlstrom","2003","","","2016-06-18","0","","","9789132328398","","","Hardcover","Yes",""
"Natthökarnas Flykt","Bärare Av Ondska 1","Raymond E. Feist","Damm","2008","Flight Of The Nighthawks","","2016-06-18","0","","","9789173514453","","","Hardcover","No",""
"Prinsens List","Kriget Om Rämnan 5","Raymond E. Feist","B. Wahlstrom","2005","A Darkness At Sethanon","","2016-06-18","0","","","9789132331350","","","Hardcover","Yes",""
"Silvertörne","Kriget Om Rämnan 4","Raymond E. Feist","B. Wahlstrom","2004","Silverthorne","","2016-06-18","0","","","9789132329814","","","","Yes",""
"Skuggan Av En Mörk Drottning","Ormkrigskrönikan 1","Raymond E. Feist","B. Wahlstrom","1998","Shadow Of A Dark Queen","Book One Of The Serpentwar Saga","2016-06-18","0","","","9132322739","","","Hardcover","Yes",""
"Slaget Om Sethanon","Kriget Om Rämnan 6","Raymond E. Feist","B. Wahlstrom","2005","","","2016-06-18","0","","","9789132331701","","","Hardcover","Yes",""
"Stjärnalvernas Stad","Demonkrigen 1","Raymond E. Feist","Damm","2011","Rides A Dread Legion","","2016-06-18","0","","","9789173517713","","","Hardcover","No",""
"Tronföljaren","Krondors Söner 1","Raymond E. Feist","B. Wahlstrom","2005","Prince Of The Blood","","2016-06-18","0","","","9789132331909","","","Hardcover","No",""
"Den Siste Tempelriddaren","","Raymond Khoury","Norstedts pocket","2007","","","2016-06-18","0","","","9789172638181","","","Softcover","Yes",""
"Dalziels Död","","Reginald Hill","Minotaur","2007","","","2016-06-18","0","","","9789185283460","","","","No",""
"De Dödas Samtal","","Reginald Hill","Minotaur","2013","","","2016-06-18","0","","","9789185419760","","","","No",""
"Främlingars Hus","","Reginald Hill","Minotaur","2008","","","2016-06-18","0","","","9789185283712","","","","No",""
"Djävulsbibeln","","Richard Dübell","Ponto pocket","2011","Die Teufelsbibel","","2016-06-18","0","","","9789186587673","","","Paperback","No",""
"Dubbelstjärna","","Robert A. Heinlein","Prisma","1986","","","2016-06-18","0","","","9789151819761","","","","No",""
"Dörren Till Sommaren","","Robert A. Heinlein","Wiken","1993","","","2016-06-18","0","","","9789171193551","","","","No",""
"Egen Rymddräkt Finnes","","Robert A. Heinlein","Wiken","1993","","","2016-06-18","0","","","9789171193544","","","","No",""
"Mellan Två Världar","","Robert A. Heinlein","Kindberg","1979","","","2016-06-18","0","","","9789185668083","","","","No",""
"Stjärnorna Väntar","","Robert A. Heinlein","Delta","1982","","","2016-06-18","0","","","9789172282964","","","","No",""
"Stjärnsoldat","","Robert A. Heinlein","Laissez faire","1987","","","2016-06-18","0","","","9789176480687","","","Hardcover","Yes",""
"Uppror I Utopia","","Robert A. Heinlein","Delta","1988","","","2016-06-18","0","","","9789172283756","","","","No",""
"Vintergatans Son","","Robert A. Heinlein","Kindberg","1979","","","2016-06-18","0","","","9789185668168","","","Paperback","Yes",""
"Begynnelsen","","Robert Jordan","Natur och kultur","2004","","","2016-06-18","0","","","9789127099197","","","Hardcover","No",""
"De Dödas Stad","Sagan Om Drakens Återkomst 20","Robert Jordan","Natur och kultur","2004","","","2016-06-18","0","","","9789127097223","","","Hardcover","Yes",""
"De Nio Månarnas Dotter","Sagan Om Drakens Återkomst 18","Robert Jordan","Natur och kultur","2002","","","2016-06-18","0","","","9789127084575","","","Hardcover","Yes",""
"Drakens Flykt","Sagan Om Drakens Återkomst 5","Robert Jordan","Legenda/Natur och kultur","1995","","","2016-06-18","0","","","9789127037472","","","Hardcover","Yes",""
"Dunklets Korsväg","Sagan Om Drakens Återkomst 19","Robert Jordan","Natur och kultur","2003","","","2016-06-18","0","","","9789127096820","","","Hardcover","Yes",""
"En Krona Av Svärd","Sagan Om Drakens Återkomst 14","Robert Jordan","Legenda/Natur och kultur","2000","","","2016-06-18","0","","","9789127067158","","","Hardcover","Yes",""
"Farornas Väg","Sagan Om Drakens Återkomst 1","Robert Jordan","Legenda","1994","","","2016-06-18","0","","","9789127041554","","","Hardcover","Yes",""
"Fursten Av Kaos","Sagan Om Drakens Återkomst 11","Robert Jordan","Legenda/Natur och kultur","1998","","","2016-06-18","0","","","9789127057234","","","Hardcover","Yes",""
"Fällan","Sagan Om Drakens Återkomst 22","Robert Jordan","Natur och kultur","2006","","","2016-06-18","0","","","9789127113657","","","Hardcover","Yes",""
"Järnets Tid","Sagan Om Drakens Återkomst 16","Robert Jordan","Natur och kultur","2001","","","2016-06-18","0","","","9789127081796","","","Hardcover","Yes",""
"Klanernas Uppbrott","Sagan Om Drakens Återkomst 9","Robert Jordan","Legenda/Natur och kultur","1997","","","2016-06-18","0","","","9789127042957","","","Hardcover","Yes",""
"Knivarnas Väg","Sagan Om Drakens Återkomst 15","Robert Jordan","Legenda/Natur och kultur","2000","","","2016-06-18","0","","","9789127077690","","","Hardcover","Yes",""
"Skuggan Växer","Sagan Om Drakens Återkomst 7","Robert Jordan","Natur och kultur","1999","","","2016-06-18","0","","","9127042919","","","Hardcover","Yes",""
"Stormen Vaknar","Sagan Om Drakens Återkomst 10","Robert Jordan","Legenda/Natur och kultur","1998","","","2016-06-18","0","","","9789127042971","","","Hardcover","Yes",""
"Svarta Tornet","Sagan Om Drakens Återkomst 12","Robert Jordan","Legenda/Natur och kultur","1999","","","2016-06-18","0","","","9789127057258","","","Hardcover","Yes",""
"Tar Valons Fånge","Sagan Om Drakens Återkomst 21","Robert Jordan","Natur och kultur","2006","","","2016-06-18","0","","","9789127113534","","","Hardcover","Yes",""
"Tears Klippa","Sagan Om Drakens Återkomst 6","Robert Jordan","Legenda/Natur och kultur","1996","","","2016-06-18","0","","","9789127037496","","","Hardcover","Yes",""
"Tidens Hjul","Sagan Om Drakens Återkomst 2","Robert Jordan","Legenda","1994","","","2016-06-18","0","","","9789127041578","","","Hardcover","Yes",""
"Tomans Huvud","Sagan Om Drakens Återkomst 4","Robert Jordan","Legenda/Natur och kultur","1995","","","2016-06-18","0","","","9789127037458","","","Hardcover","Yes",""
"Tornets Fall","Sagan Om Drakens Återkomst 8","Robert Jordan","Legenda/Natur och kultur","1997","","","2016-06-18","0","","","9789127042933","","","Hardcover","Yes",""
"Valeres Horn","Sagan Om Drakens Återkomst 3","Robert Jordan","Legenda/Natur och kultur","1994","","","2016-06-18","0","","","9789127037434","","","Hardcover","Yes",""
"Vindarnas Skål","Sagan Om Drakens Återkomst 13","Robert Jordan","Legenda/Natur och kultur","1999","","","2016-06-18","0","","","9789127077232","","","Hardcover","Yes",""
"Vinterns Hjärta","Sagan Om Drakens Återkomst 17","Robert Jordan","Natur och kultur","2001","","","2016-06-18","0","","","9789127084551","","","Hardcover","Yes",""
"A Memory Of Light","Book Fourteen of The Wheel of Time","Robert Jordan; Brandon Sanderson","Tor","2013","","","2016-06-18","0","","","9780765325952","","","Hardcover","No",""
"The Gathering Storm","Book Twelve Of The Wheel Of Time","Robert Jordan; Brandon Sanderson","Tom Doherty Associates, LLC","2010","","","2016-06-18","0","","","9780765341532","","","Paperback","Yes",""
"Towers Of Midnight","Book Thirteen Of The Wheel Of Time","Robert Jordan; Brandon Sanderson","Tom Doherty Associates","2011","","","2016-06-18","0","","","9780765364876","","","Paperback","Yes",""
"Den Svarta Pilen","","Robert Louis Stevenson","Niloe","1990","","","2016-06-18","0","","","9789171022172","","","Hardcover","No",""
"Identitet Kain","","Robert Ludlum","B. Wahlstr","1993","","","2016-06-18","0","","","9789132317880","","","","No",""
"Kodnamn Schakalen","","Robert Ludlum","B. Wahlstrom","1993","","","2016-06-18","0","","","9789132317903","","","","No",""
"Mannen Som Inte Fanns","","Robert Ludlum","Damm","2010","The Ambler Warning","","2016-06-18","0","","","9789173516532","","","","No",""
"Operation Hongkong","","Robert Ludlum","B. Wahlstr","1993","","","2016-06-18","0","","","9789132317897","","","","No",""
"Flamman Och Svärdet","","Robert Shea","FORUM","1989","","","2016-06-18","0","","","9789137097077","","","Hardcover","Yes",""
"Shike","","Robert Shea","FORUM","1990","","","2016-06-18","0","","","9789137091785","","","Hardcover","Yes",""
"En Enkel Till Stjärnorna","","Robert Sheckley","Delta","1977","","","2016-06-18","0","","","9789172281479","","","Paperback","No",""
"Tidens Fångar","","Robert Silverberg","Delta","1985","","","2016-06-18","0","","","9789172283497","","","Hardcover","No",""
"Magins Skepp","Handelsmännen Och De Magiska Skeppen","Robin Hobb","Natur och kultur","2000","","","2016-06-18","0","","","9789127079151","","","Hardcover","No",""
"Mördarens Jakt, Del 1","Berättelsen Om Fjärrskådarna 3","Robin Hobb","Natur och kultur","2000","","","2016-06-18","0","","","9789127070455","","","Hardcover","Yes",""
"Mördarens Jakt, Del 2","Berättelsen Om Fjärrskådarna 4","Robin Hobb","Natur och kultur","1998","","","2016-06-18","0","","","9789127075016","","","Hardcover","Yes",""
"Mördarens Lärling","Berättelsen Om Fjärrskådarna 1","Robin Hobb","Legenda/Natur och kultur","1996","","","2016-06-18","0","","","9789127057371","","","Hardcover","Yes",""
"Narrens Hemlighet","Den Gyllene Mannen Del 2","Robin Hobb","Natur och kultur","2004","","","2016-06-18","0","","","9789127097469","","","Hardcover","No",""
"Narrens Uppdrag","Den Gyllene Mannen Del 1","Robin Hobb","Natur och kultur","2003","","","2016-06-18","0","","","9789127074491","","","Hardcover","No",""
"Narrens Öde","Den Gyllene Mannen Del 3","Robin Hobb","Natur och kultur","2005","","","2016-06-18","0","","","9789127107328","","","Hardcover","No",""
"Sorgeskeppet","Handelsmännen Och De Magiska Skeppen","Robin Hobb","Natur och kultur","2001","","","2016-06-18","0","","","9789127084506","","","Hardcover","No",""
"Vargbroder","Berättelsen Om Fjärrskådarna 2","Robin Hobb","Legenda/Natur och kultur","1997","","","2016-06-18","0","","","9789127065413","","","","Yes",""
"Ödets Skepp","Handelsmännen Och De Magiska Skeppen","Robin Hobb","Natur och kultur","2002","","","2016-06-18","0","","","9789127085145","","","Hardcover","No",""
"Ambers Blod","","Roger Zelazny","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324895","","","Hardcover","No",""
"Enhörningens Tecken","","Roger Zelazny","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132322853","","","Hardcover","No",""
"Kaos Hov","","Roger Zelazny","B. Wahlstrom","1999","","","2016-06-18","0","","","9789132323737","","","Hardcover","No",""
"Logrus Tecken","","Roger Zelazny","B. Wahlstrom","2001","","","2016-06-18","0","","","9789132326110","","","Hardcover","No",""
"Makternas Prins","","Roger Zelazny","B. Wahlstrom","2003","","","2016-06-18","0","","","9789132327636","","","Hardcover","No",""
"Nio Prinsar I Amber","","Roger Zelazny","B. Wahlstrom","1997","","","2016-06-18","0","","","9789132321405","","","Hardcover","No",""
"Oberons Hand","","Roger Zelazny","B. Wahlstrom","1999","","","2016-06-18","0","","","9789132323348","","","Hardcover","No",""
"Skuggornas Riddare","","Roger Zelazny","B. Wahlstrom","2002","","","2016-06-18","0","","","9789132327629","","","Hardcover","No",""
"Vapen Från Avalon","","Roger Zelazny","B. Wahlstrom","1998","","","2016-06-18","0","","","9789132321573","","","Hardcover","No",""
"Ödets Trumfar","","Roger Zelazny","B. Wahlstrom","2000","","","2016-06-18","0","","","9789132324888","","","Hardcover","No",""
"Jag Minns Att Jag Sprang","","Ron McLarty","Wahlstrom & Widstrand","2006","","","2016-06-18","0","","","9789146214199","","","","No",""
"Finn Ett Offer","","Ross MacDonald","Bonnier","2002","","","2016-06-18","0","","","9789100579081","","","","No",""
"2018 Eller King Kong Blues","","Sam J. Lundwall","Fakta & fantasi","1986","","","2016-06-18","0","","","9789186222185","","","","No",""
"Alice, Alice!","","Sam J. Lundwall","Delta","1978","","","2016-06-18","0","","","9789172281677","","","","No",""
"Bernhards Magiska Sommar","","Sam J. Lundwall","Delta","1979","","","2016-06-18","0","","","9789172282063","","","","No",""
"Inga Hjältar Här","","Sam J. Lundwall","Delta","1978","","","2016-06-18","0","","","9789172281684","","","Paperback","Yes",""
"Uppdrag I Universum.","","Sam J. Lundwall","Lindqvist","1973","","","2016-06-18","0","","","9789170900754","","","Hardcover","Yes",""
"Skandal","","Shusaku Endo","Norstedt","1988","","","2016-06-18","0","","","9789118719929","","","Hardcover","Yes",""
"Dödens Viskningar","","Simon Beckett","Minotaur","2009","Whispers of the Dead","","2016-06-18","0","","","9789185419081","","","Hardcover","No",""
"En Bra Dag Att Dö","","Simon Kernick","Bra Böcker AB","2008","","","2016-06-18","0","","","9789170026379","","","","No",""
"Handel Med Döden","","Simon Kernick","Bra Böcker","2008","","","2016-06-18","0","","","9789170025617","","","","No",""
"Sherlock Holmes Bästa Äventyr","","Sir Arthur Conan Doyle","Klassikerförl.","1999","","","2016-06-18","0","","","9789171024459","","","Hardcover","No",""
"Kärlek Och Uppror","210 dikter för unga människor","Siv Widerberg & Anna Arten","En bok for alla","1990","","","2016-06-18","0","","","9789174485035","","","Mass Market Paperback","No",""
"Brandbilen som försvann","","Sjöwall Wahlöö,","Piratförlaget",,"","","2018-04-21","0","https://books.google.com/books/content?id=ADKECwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789175790794","","","","No","Han hade inte ens brytt sig om att fråga vad saken gällde. Antagligen narkotika. Allting tycktes gälla narkotika i dessa dagar. Nu hade bevakningen pågått i tio dygn och det enda vederbörande råkat ut för var ett fnask och två halvbuteljer renat. Gunvald Larsson tittade på klockan. Nio minuter över elva. Åtta minuter kvar. Han gäspade och lyfte armarna för att ta en åkarbrasa. Just i det ögonblicket exploderade huset. Förord av Leif GW Persson. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Den skrattande polisen","","Sjöwall Wahlöö,","Piratförlaget",,"","","2018-04-21","0","https://books.google.com/books/content?id=tjGECwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789175790787","","","","No","- Kommissarie Beck?? Han kände inte igen rösten i telefonen. - Ja, det är jag. - Det här är sambandscentralen. Flera passagerare har hittats skjutna i en buss på linje fyrtiosju nära ändhållplatsen på Norra Stationsgatan. Ni ombeds att genast fara dit. Martin Becks första tanke var att han var utsatt för ett dåligt skämt eller att någon antagonist försökte lura ut honom i regnet, bara för att jävlas. Förord av Åsa Larsson. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Det slutna rummet","","Sjöwall Wahlöö,","Piratförlaget",,"","","2018-04-21","0","https://books.google.com/books/content?id=lDKECwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789175790824","","","","No","På morgonen torsdagen den sjätte juli 1972 var specialgruppen för bekämpande av bankrån blek men fattad. I dess högkvarter rådde bister tystnad. Ingen kände sig särskilt munter vid tanken på gårdagens händelser. Speciellt inte Gunvald Larsson. På film är det kanske komiskt att ramla ut genom fönster och dingla fem våningar över marken men absolut inte i verkligheten. Sönderskurna händer och förstörda kläder är heller inte skrattretande. Egentligen var det detta med kläderna som grämde Gunvald Larsson allra mest. Förord av Håkan Nesser. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Mannen på balkongen","","Sjöwall Wahlöö,","Piratförlaget",,"","","2018-04-21","0","https://books.google.com/books/content?id=bDGECwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789175790770","","","","No","Hon såg ut att vara åtta eller nio år och bar på en rödrutig skolväska. Hon var klädd i kort röd kjol, randig tröja och röd kofta med för korta ärmar. På fötterna hade hon svarta träskor som kom hennes långa smala ben att verka ännu längre och smalare. När hon kom ut på trottoaren svängde hon åt vänster och började långsamt gå gatan fram med sänkt huvud. Mannen på balkongen följde henne med blicken. Förord av Jo Nesbø. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Mannen som gick upp i rök","","Sjöwall Wahlöö,","Piratförlaget",,"","","2018-04-21","0","https://books.google.com/books/content?id=kTGECwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789175790763","","","","No","Ansiktet var så fullständigt uttryckslöst att bilden måste härröra från en fotoautomat. Martin Beck la ifrån sig registerkortet och såg frågande på den rödhårige. - Alf Matsson har försvunnit, sa mannen med stor emfas. - Jaså. Och efterlysningarna har inte gett något resultat? - Det har inte sänts ut någon efterlysning. Och det skall inte bli någon heller, sa mannen fånstirrande. Förord av Roslund & Hellström. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Polis, polis, potatismos!","","Sjöwall Wahlöö,","Piratförlaget",,"","","2018-04-21","0","https://books.google.com/books/content?id=JTKECwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789175790800","","","","No","... och i samma ögonblick drog nykomlingen fram ett stålblått föremål med räfflad kolv och lång pipa och siktade noga och sköt talaren i huvudet. Knallen var inte chockerande ljudlig, lät snarare som det fridsamma puffandet från ett salongsgevär på en marknadsskjutbana. Kulan träffade strax bakom vänstra örat och talaren föll framstupa över bordet med vänstra kinden i det krenelerade potatismoset kring en utsökt fiskstuvning à la Frans Suell. Förord av Arne Dahl. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Polismördaren","","Sjöwall Wahlöö,","Piratförlaget",,"","","2018-04-21","0","https://books.google.com/books/content?id=bzKECwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789175790831","","","","No","Månsson och Kollberg hade det hett om öronen. Stig Malm var på dem som en hök hela onsdagseftermiddagen; den enda trösten var att chefen för det taktiska kommandot höll sig kvar i Stockholm och nöjde sig med att pesta sin stab per telefon. Hur går det? Har ni hittat bilen? Är polismördaren identifierad? Vem är den andre desperadon? Och så den allt överväldigande frågan: - Varför gör ni ingenting? Förord av Liza Marklund. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Roseanna","","Sjöwall Wahlöö,","Piratförlaget",,"","","2018-04-21","0","https://books.google.com/books/content?id=2zGECwAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Fiction","9789175790756","","","","No","Avdagatagen genom strypning, tänkte Martin Beck. Han satt och bläddrade igenom en bunt fotografier som Ahlberg rotat fram ur röran på skrivbordet. Bilderna föreställde slussbassängen, mudderverket, gripskopan i närbild, liket på presenningen och på en bänk i bårhuset. Martin Beck lade fotot han haft i handen framför Ahlberg och sa: - Vi kan låta beskära och retuschera den här bilden där hon är uppsnyggad. Sedan kan vi sätta igång med dörrknackning. Är hon härifrån borde väl någon känna igen henne. Förord av Henning Mankell. Innehåller även extra material om bokens tillkomst. Mellan åren 1965 och 1975 skrev Maj Sjöwall och Per Wahlöö tio polisromaner i boksviten Roman om ett brott. Med böckerna om Martin Beck och hans kollegor lade de grunden för den moderna kriminalromanen - böcker som sedan dess varit en central inspirationskälla för en lång rad av världens främsta kriminalförfattare."
"Terroristerna","","Sjöwall Wahlöö,","",,"","","2018-04-21","0","","","9789175790848","","","","No",""
"Djävulsk Risk","","Skott Frost","",,"","","2016-06-18","0","","","9789143024821","","","","No",""
"Segraren","","Stanislaw Lem","Bromberg","1987","","","2016-06-18","0","","","9789176083789","","","Paperback","Yes",""
"Solaris","","Stanislaw Lem","Bromberg","1988","","","2016-06-18","0","","","9789176084311","","","Paperback","Yes",""
"Det Enda Trädet","","Stephen Donaldson","Legenda","1990","The One Tree","","2016-06-18","0","","","9789158217225","","","Hardcover","Yes",""
"Det Sargade Landet","","Stephen Donaldson","Legenda","1989","The Wounded Land","","2016-06-18","0","","","9158213619","","","Hardcover","Yes",""
"Det Vita Guldets Herre","","Stephen Donaldson","Legenda","1991","White Gold Wielder","","2016-06-18","0","","","9789158217744","","","Hardcover","Yes",""
"Furst Nids Förbannelse","","Stephen Donaldson","Legenda","1986","Lord Foul's Bane","","2016-06-18","0","","","9158210334","","","Hardcover","Yes",""
"Kraften Som Bevarar","","Stephen Donaldson","Legenda","1986","The Power that Preserves","","2016-06-18","0","","","9158210326","","","Hardcover","Yes",""
"Ondskans Sten","","Stephen Donaldson","Legenda","1986","The Illearth War","","2016-06-18","0","","","9158210342","","","Hardcover","Yes",""
"Spegeljakten","Kampen om Mordant - Tredje boken","Stephen Donaldson","Legenda","1996","The Mirror of Her Dreams. Book II.","Mordant's Need. Book 2","2016-06-18","0","","","9789127036536","","","Hardcover","No",""
"Spegelmästarna","Kampen om Mordant - Andra boken","Stephen Donaldson","Legenda","1995","The Mirror of Her Dreams. Book I.","Mordant's Need. Book 1","2016-06-18","0","","","9789127036536","","","Hardcover","No",""
"Spegelporten","Kampen om Mordant - Första boken","Stephen Donaldson","Legenda","1995","The Mirror of Her Dreams. Book I.","Mordant's Need. Book 1","2016-06-18","0","","","9789127056558","","","Hardcover","No",""
"Ärkespeglaren","Kampen om Mordant - Fjärde boken","Stephen Donaldson","Legenda","1996","A Man Rides Through.","Mordant's Need. Book 2","2016-06-18","0","","","9789127036536","","","Hardcover","No",""
"Allt Kan Hända","14 mörka berättelser","Stephen King","Bra b","2007","","","2016-06-18","0","","","9789170024306","","","Paperback","No",""
"Benrangel","","Stephen King","Bra B�cker","1999","","","2016-06-18","0","","","9789171335623","","","Hardcover","No",""
"De Öde Landen","Det Mörka Tornet 3","Stephen King","Bra Böcker","2007","","","2016-06-18","0","","","9789170022999","","","Hardcover","Yes",""
"Den Förskräckliga Apan Och Andra Berättelser","","Stephen King","Legenda/Natur och kultur","1993","","","2016-06-18","0","","","9789127033733","","","Paperback","Yes",""
"Den Gröna Milen","","Stephen King","Bra Böcker","1999","","","2016-06-18","0","","","9789171335227","","","Hardcover","No",""
"Desperation","","Stephen King","Bra B�cker","1998","","","2016-06-18","0","","","9789171332752","","","Hardcover","No",""
"Det Mörka Tornet","Det Mörka Tornet 7","Stephen King","Bra Böcker","2009","","","2016-06-18","0","","","9789170023125","","","Hardcover","Yes",""
"Drakens Ögon","","Stephen King","Legenda","1989","","","2016-06-18","0","","","9789158215177","","","Hardcover","Yes",""
"Drömfångare","","Stephen King","Bra Böcker","2003","","","2016-06-18","0","","","9789171339881","","","Hardcover","No",""
"Dödsbädden","","Stephen King","B. Wahlstrom","1987","","","2016-06-18","0","","","9789132426728","","","Paperback","No",""
"Flickan Som Älskade Tom Gordon","","Stephen King","Bra Böcker","2000","","","2016-06-18","0","","","9789171336354","","","Hardcover","No",""
"Följeslagarna","Det Mörka Tornet 2","Stephen King","Legenda","1991","","","2016-06-18","0","","","9789158217430","","","Hardcover","Yes",""
"Hjärtan I Atlantis","","Stephen King","Bra Böcker","2001","","","2016-06-18","0","","","9789171337672","","","Hardcover","No",""
"Knackarna","","Stephen King","Legenda","1990","","","2016-06-18","0","","","9789158216303","","","Hardcover","Yes",""
"Magiker Och Glas","Det Mörka Tornet 4","Stephen King","Bra Böcker","2007","","","2016-06-18","0","","","9789170023019","","","Hardcover","Yes",""
"Nattmaror Och Drömlandskap","Andra Boken","Stephen King","Replik","1999","","","2016-06-18","0","","","9789188818249","","","Hardcover","No",""
"Nattmaror Och Drömlandskap","Första Boken","Stephen King","Replik","1998","","","2016-06-18","0","","","9789188818232","","","Hardcover","No",""
"Pestens Tid","","Stephen King","Bra B�cker","2010","The Stand","","2016-06-18","0","","","9789170028052","","","","No",""
"Revolvermannen","Det Mörka Tornet 1","Stephen King","Legenda","1990","","","2016-06-18","0","","","9789158216983","","","Hardcover","Yes",""
"Sommardåd","","Stephen King","Legenda","1990","","","2016-06-18","0","","","9789158213708","","","Hardcover","No",""
"Staden Som Försvann","","Stephen King","Bra Böcker","2010","Salem's Lot","","2016-06-18","0","","","9789170028069","","","Paperback","No",""
"Svarta Huset","","Stephen King","Bra B�cker","2004","","","2016-06-18","0","","","9789171339607","","","","Yes",""
"Sången Om Susannah","Det Mörka Tornet 6","Stephen King","Bra Böcker","2009","","","2016-06-18","0","","","9789170023118","","","Hardcover","Yes",""
"Sömnlös","","Stephen King","Bra Böcker","2004","","","2016-06-18","0","","","9789170021534","","","Hardcover","No",""
"Talismanen","","Stephen King","Bra B�cker","2005","","","2016-06-18","0","","","9789170022326","","","Hardcover","Yes",""
"Under Kupolen","","Stephen King","Bonnier","2012","","","2016-06-18","0","","","9789174293586","","","Paperback","No",""
"Vargarna I Calla","Det Mörka Tornet 5","Stephen King","Bra Böcker","2008","","","2016-06-18","0","","","9789170023101","","","Hardcover","Yes",""
"Vinterverk","","Stephen King","Legenda","1990","","","2016-06-18","0","","","9789158213722","","","Hardcover","No",""
"Den Ändlösa Knuten","Albiontrilogin Tredje Boken","Stephen Lawhead","Libris","2002","","","2016-06-18","0","","","9789171956002","","","Paperback","No",""
