"Title","Sub Title","Author","Publisher","Publication Year","Original Title","Original Subtitle","Purchase Date","My rating","Cover","Categories","ISBN","Took","Notes","Format","Read It","Description"
"The Eye of the World: The Graphic Novel, Volume 6","","Robert Jordan, Chuck Dixon","Tor Books",,"","","2017-04-06","0","","Comics & Graphic Novels","9780765374288","","","","No","With the full permission and cooperation of the Jordan estate, adapted by well-known comics writer Chuck Dixon, The Eye of the World: The Graphic Novel has been hailed as an exciting interpretation of Robert Jordan's classic fantasy novel. It features brilliant interior art by Marcio Fiorito and Francis Nuguit, and stunning covers by Jeremy Saliba and Seamus Gallagher. It collects issues thirteen to eighteen of the comic book. Rand; his friends Mat, Perrin, and Egwene; the Aes Sedai Moiraine and her Warder, Lan Mandragoran; Thom the gleeman and Nynaeve, the village Wisdom, split into three groups while trying to escape the ancient, dead city of Shadar Logoth, where they are pursued by the deadly Mashadar. A disastrous river crossing leaves Perrin and Egwene on their own—until they meet a mysterious stranger who claims that he and Perrin share a remarkable ability. Meanwhile, Rand, Mat, pose as Thom's apprentices as they sail downriver on a cargo ship. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied."
"The New Teen Titans","The Judas Contract","Marv Wolfman, George Perez","",,"","","2016-10-09","0","","","","","","","No",""
"The Punisher","Assassin's Guild","","",,"","","2016-10-09","0","","","024885234053","","","","No",""
"The Punisher","Movie Special","","",,"","","2016-10-09","0","","","024885232110","","","","No",""
"The Punisher Born","","Garth Ennis","",,"","","2018-12-16","0","","","9781302901738","","","","No",""
"The Punisher Welcome Back Frank","","Garth Ennis","",,"","","2018-12-16","0","","","9780785157168","","","","No",""
"The Punisher Wolverine","African Saga","Carl Potts, Jim Lee","",,"","","2016-10-09","0","","","024885232257","","","","No",""
"The Shadow","Blood & Judgment","Howard Chaykin","",,"","","2016-10-09","0","","","","","","","No",""
"Vagabond, Vol. 1","","Takehiko Inoue","VIZ Media LLC","2008","","","2016-06-18","0","https://books.google.ru/books/content?id=HfqGjgEACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781421520544","","","","No","• This VIZBIG edition of Vagabond contains Volumes 1-3, bonus color content, and updated text. • A 27+ volume manga series - Vagabond is on Japan’s top ten best seller’s list with over 100 million volumes in print. • Vagabond has sold over 22 million copies worldwide! (Not including Japan’s sales). • Vagabond is based on the novel, Musashi by Eiji Yoshikawa. Originally written in the early 40’s, Yoshikawa’s fictional account became so well known that his version has blurred fact from fiction. • VIZ Media is currently releasing the translated edition of Vagabond only three months after the Japanese release! • The popularity of Vagabond has been attributed to NHK’s drama TV series based on Yohikawa’s novel. • There have been 6 films and 2 TV series based on Miyamoto Musashi’s life. • Inoue received the 2000 Media Arts award for manga from the Japanese Ministry of Culture and the Kodansha award for best manga for his work on Vagabond. • Nominated for 2003 Eisner Award in the category for Best Writer/Artist! • ""...reads like an Akira Kurosawa film captured on the printed page."" -Cliff Biggers, Comic Buyer's Guide • Inoue has personally created licensed merchandise on a small scale, so that the products will meet his standards of quality. • Inoue’s previous series Slam Dunk has over 100 million copies in print worldwide. • Everything Takehiko Inoue has published has hit the top ten sales list in Japan. Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time! Shinmen Takezo is destined to become the legendary sword-saint, Miyamoto Musashi--perhaps the most renowned samurai of all time. For now, Takezo is a cold-hearted kiler, who will take on anyone in mortal combat to make a name for himself. This is the journey of a wild young brute who strives to reach enlightenment by way of the sword--fighting on the edge of death."
"Vagabond, Vol. 10","","Takehiko Inoue","VIZ Media LLC","2011","","","2016-06-18","0","","","9781421540481","","","Paperback","No",""
"Vagabond, Vol. 2","","Takehiko Inoue","VIZ Media LLC","2008","","","2016-06-18","0","","","9781421522449","","","","No",""
"Vagabond, Vol. 3","","Takehiko Inoue","VIZ Media LLC","2009","","","2016-06-18","0","https://books.google.ru/books/content?id=7Hu3jgEACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781421522456","","","","No","R to L (Japanese Style) Enlightenment by Way of the SwordReal-life figure Miyamoto Musashi was the most celebrated samurai of all time. The quintessential warrior philosopher, Musashi authored A Book of Five Rings, a theoretical guide to military strategy still used today. But the path to enlightenment is an endless journey, and to get there through violent means--by way of the sword--makes mere survival an even greater challenge. One with Heaven and EarthMusashi suffers a humiliating defeat against Inshun, the second-generation master of Hôzôin Temple. To prepare for a rematch, Musashi undertakes an intense spiritual and physical training regimen with a most unlikely teacher--Inshun's predecessor, the founder of the Hôzôin Spear Technique. To attain the focus necessary to take on the most technically proficient and deadliest fighter he has ever faced, Musashi will first have to confront his own deep-seated personal demons."
"Vagabond, Vol. 4","","Takehiko Inoue","VIZ Media LLC","2009","","","2016-06-18","0","https://books.google.ru/books/content?id=uFeBjgEACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781421522463","","","Paperback","No","R to L (Japanese Style). Infinite UniverseMusashi endeavors to take on sword master Yagyû Sekishûsai, a man recognized by many to be the greatest swordsman of his time. Although Sekishûsai is far past his prime, Musashi still believes killing him will take him further along the path. Little does he know that going against a man of such depth and proportion means much more than just killing a seemingly helpless old man in his sleep."
"Vagabond, Vol. 5","","Takehiko Inoue","VIZ Media LLC","2009","","","2016-06-18","0","https://books.google.ru/books/content?id=qWG7jgEACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781421522470","","","","No","Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! R to L (Japanese Style). ""Glimmering Waves"" In a remote seaside village, an abandoned infant is left to the care of a reclusive old man who has all but renounced the ways of the world. This helpless child is destined to become Sasaki Kojirô--the legendary archrival of Miyamoto Musashi. Inoue's unique take on this enigmatic figure sets up the foundation for his fictional account of the most famous rivalry in Japanese history. Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time!"
"Vagabond, Vol. 6","","Takehiko Inoue","VIZ Media LLC","2010","","","2016-06-18","0","https://books.google.ru/books/content?id=zZLcjgEACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781421522807","","","","No","Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! Reads R to L (Japanese Style). Sasaki Kojirô is the man destined to become Miyamoto Musashi's greatest rival and opponent in the most well-known duel in the annals of Japanese history. As a deaf-mute young man coming of age in a remote seaside village, Kojirô's innate ability with the sword is compelling him to strive to become even better. This drive takes him beyond the borders of his peaceful village into the violent and chaotic world of feudal era Japan in the midst of a bloody war. Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time!"
"Vagabond, Vol. 7","","Takehiko Inoue","VIZ Media LLC","2010","","","2016-06-18","0","https://books.google.ru/books/content?id=-WKTjgEACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781421522814","","","","No","Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! R to L (Japanese Style). Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! The Distant Ocean: In the aftermath of the bloody Battle of Sekigahara, Sasaki Kojirô, the man destined to be Musashi's opponent in the most famous duel in Japanese history, finds himself alone amidst desperate refugees and vicious hunters. Despite being pushed to his limits, Kojirô is far from daunted by his peril and instead thrives with an almost supernatural serenity. Driven by his macabre thirst for battle, Kojirô is transformed into the ultimate swordsman."
"Vagabond, Vol. 8","","Takehiko Inoue","VIZ Media LLC","2010","","","2016-06-18","0","","","9781421522821","","","","No",""
"Vagabond, Vol. 9","","Takehiko Inoue","VIZ Media LLC","2010","","","2016-06-18","0","https://books.google.ru/books/content?id=vsKrjgEACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781421523132","","","Paperback","No","Get It All--Get Big!; The 3-in-1 Edition Reads R to L (Japanese Style), for M audiences. It's been one year since Yoshioka Denshichirō granted Musashi a reprieve for a rematch. Denshichirō may have been a better swordsman back then, but with Musashi before him now, he realizes the truly incredible strides his opponent has made in such a short period of time. By sheer force of will, a reluctant Denshichirō moves forward into the fight. And what will the deadly repercussions be for Musashi after this duel that's all but already won?"
"Wonder Woman Vol. 1","Blood","Brian Azzarello","DC Comics","2013","","","2016-06-18","0","https://books.google.ru/books/content?id=qevjAAAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781401235628","","","Paperback","No","As a part of the acclaimed DC Comics-The New 52 event of September 2011, the first six issues of the critically acclaimed new Wonder Woman series are collected in hardcover!-Hippolyta, queen of the Amazons, has kept a secret from her daughter all her life-and when Wonder Woman learns who her father is, her life will shatter like brittle clay. The only one more shocked than Diana by this revelation? Bloodthirsty Hera-so why is her sinister daughter, Strife, so eager for the truth to be told? Superstar writer Brian Azzarello creates a new direction for one of DC's best-known heroes, with spectacular art by Cliff Chiang and Tony Akins!"
"Wonder Woman Vol. 2","Guts","Brian Azzarello","DC Comics","2012","","","2016-06-18","0","https://books.google.ru/books/content?id=ReznAAAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781401238100","","","","No","Wonder Woman goes to hell! After playing Posidon, Hades, and Hera against each other, Hades strikes back by kidnapping Zola and trapping her in the Underworld. It's up to Wonder Woman--with a little help from the God of Love and the God of Smiths--to break Zola out. But what is Hades' real game, and once you get into the land of the dead, how exactly do you get out?"
"Wonder Woman Vol. 3","Iron","Brian Azzarello","DC Comics",,"","","2016-06-18","0","https://books.google.ru/books/content?id=dXFzAQAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781401242619","","","Hardcover","No","Wonder Woman has finally discovered her heritage, as well as all the family that comes along with it. However, as she digs deeper into her familial tree, there's as many Gods that are willing to lend her a hand as there are those that would do her harm. WW continues on her search for her friend Zola's baby, not knowing who she can trust. So when she discovers New God Orion at her doorstep, is he here to help her--or destroy her? Brian Azzarello (100 BULLETS) and illustrators Cliff Chiang and Tony Akins blend superheroics with ancient mythology in this critically acclaimed graphic novel WONDER WOMAN VOL. 3. Collects issues #0, #13-17."
"Wonder Woman Vol. 4","War","Brian Azzarello","DC Comics",,"","","2016-06-18","0","https://books.google.ru/books/content?id=bxZHAgAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781401246082","","","","No","Wonder Womans world is shocked to its core when her eldest brother, the First Born, is freed from his slumber. Now, with her family in ruins and her friends scattered, she must turn to Orion and the New Gods of New Genesis to save herself and Zolas newborn from the First Borns wrath! Collects WONDER WOMAN #19-23."
"Wonder Woman Vol. 5","Flesh","Brian Azzarello, Cliff Chiang","Dc Comics","2000","","","2016-06-18","0","https://books.google.ru/books/content?id=hSexoQEACAAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781401253493","","","","No","""Wonder Woman created by William Moulton Marston."""
"Wonder Woman Vol. 6","Bones","Brian Azzarello","DC Comics",,"","","2016-06-18","0","https://books.google.ru/books/content?id=bb7yBgAAQBAJ&printsec=frontcover&img=1&source=gbs_api","Comics & Graphic Novels","9781401257750","","","","No","THE EPIC CONCLUSION! As the War on Olympus rages on, the fearsome First Born ascends as its God-King and Wonder Woman is locked in a desperate battle with him for the destiny of all immortals. But Olympus must fall, and its rightful ruler must be restored-and she must make a decision that will affect the lives of those she loves most! The acclaimed, New York Times best-selling team of Brian Azzarello (JOKER, 100 BULLETS), Cliff Chiang (GREEN ARROW/BLACK CANARY), and Goran Sud_uka (Y: THE LAST MAN) astonish complete their epic runs with the story of what remains when a mad god reigns in WONDER WOMAN: BONES (collects issues #30-35 and a story from SECRET ORIGINS #6)!"
"X-Men","Battle of the Atom","","",,"","","2017-11-19","0","","","9781846535727","","","","No",""
"X-Men","Massor Av Mutanter!","Chris Claremont","Egmont","2006","","","2016-06-18","0","","","9789172697348","","","","No",""
